Slovo;Rod;Slovo2;Rod2
metafyzický;mužský neživotný;metafyzický;mužský neživotný
dualizmus;mužský neživotný;dualizmus;mužský neživotný
katarov;mužský neživotný;katarov;mužský životný
Niektorí;mužský životný;Niektorí;mužský životný
radikálnejší;mužský neživotný;radikálnejší;mužský životný
stúpenci;mužský životný;stúpenci;mužský životný
hnutia;stredný;hnutia;stredný
priznávali;ženský;priznávali;mužský životný
na;;na;
rozdiel;mužský neživotný;rozdiel;mužský neživotný
od;;od;
katarov;mužský neživotný;katarov;mužský životný
právo;stredný;právo;stredný
kázať;;kázať;
aj;;aj;
ženám;ženský;ženám;ženský
Odmietanie;stredný;Odmietanie;stredný
násilia;stredný;násilia;stredný
a;stredný;a;
oprávnenosti;ženský;oprávnenosti;ženský
trestu;mužský neživotný;trestu;mužský neživotný
smrti;ženský;smrti;ženský
charakterizovalo;stredný;charakterizovalo;stredný
v;;v;
a;stredný;a;
storočí;stredný;storočí;stredný
kedy;;kedy;
z;stredný;z;
pôvodných;ženský;pôvodných;ženský
oblastí;ženský;oblastí;ženský
prenikli;ženský;prenikli;mužský životný
do;;do;
nemeckých;ženský;nemeckých;ženský
českých;ženský;českých;ženský
poľských;ženský;poľských;ženský
a;stredný;a;
uhorských;ženský;uhorských;ženský
krajín;ženský;krajín;ženský
Ich;ženský;Ich;mužský životný
kazatelia;mužský životný;kazatelia;mužský životný
plnili;ženský;plnili;mužský životný
funkciu;ženský;funkciu;ženský
cestujúcich;mužský životný;cestujúcich;mužský životný
spovedníkov;mužský životný;spovedníkov;mužský životný
a;stredný;a;
učiteľov;mužský životný;učiteľov;mužský životný
V;;V;
kompaktnom;mužský neživotný;kompaktnom;stredný
spoločenstve;stredný;spoločenstve;stredný
sa;;sa;
trvalo;;trvalo;
udržali;ženský;udržali;mužský životný
románski;mužský životný;románski;mužský životný
na;;na;
stráňach;ženský;stráňach;ženský
a;stredný;a;
v;;v;
údoliach;stredný;údoliach;stredný
Álp;ženský;Álp;ženský
a;stredný;a;
začiatkom;;začiatkom;
tridsiatych;ženský;tridsiatych;mužský neživotný
rokov;mužský neživotný;rokov;mužský neživotný
storočia;stredný;storočia;stredný
sa;;sa;
priklonili;ženský;priklonili;mužský životný
k;stredný;k;
ženevskej;ženský;ženevskej;ženský
reformácií;ženský;reformácií;ženský
Alexander;mužský životný;Alexander;mužský životný
pápež;mužský životný;pápež;mužský životný
Alexander;mužský životný;Alexander;mužský životný
sa;;sa;
narodil;mužský neživotný;narodil;mužský životný
v;;v;
Siene;ženský;Siene;ženský
okolo;;okolo;
roku;mužský neživotný;roku;mužský neživotný
Bol;ženský;Bol;mužský životný
slávnym;ženský;slávnym;mužský životný
doktorom;mužský životný;doktorom;mužský životný
práva;;práva;stredný
v;;v;
a;stredný;a;
potom;;potom;
kanonikom;mužský životný;kanonikom;mužský životný
v;;v;
Veľká;ženský;Veľká;ženský
väčšina;ženský;väčšina;ženský
však;;však;
v;;v;
ten;mužský neživotný;ten;mužský neživotný
istý;mužský neživotný;istý;mužský neživotný
deň;mužský neživotný;deň;mužský neživotný
septembra;mužský neživotný;septembra;mužský neživotný
zvolila;ženský;zvolila;ženský
Petra;ženský;Petra;mužský životný
Tento;mužský neživotný;Tento;mužský neživotný
rozkol;mužský neživotný;rozkol;mužský neživotný
cisárovi;mužský životný;cisárovi;mužský životný
vyhovoval;mužský neživotný;vyhovoval;mužský neživotný
Zvolal;mužský neživotný;Zvolal;mužský životný
vo;;vo;
februári;mužský neživotný;februári;mužský neživotný
snem;mužský neživotný;snem;mužský neživotný
do;;do;
Spor;mužský neživotný;Spor;mužský neživotný
sa;;sa;
zdanlivo;;zdanlivo;
vyriešil;mužský neživotný;vyriešil;mužský neživotný
keď;;keď;
sa;;sa;
v;;v;
októbri;mužský neživotný;októbri;mužský neživotný
v;;v;
stretli;ženský;stretli;neurčiteľný
biskupi;mužský životný;biskupi;mužský životný
a;stredný;a;
kláštorné;ženský;kláštorné;ženský
rady;mužský neživotný;rady;ženský
viacerých;ženský;viacerých;ženský
západných;ženský;západných;ženský
krajín;ženský;krajín;ženský
vrátane;;vrátane;
Španielska;stredný;Španielska;stredný
Spor;mužský neživotný;Spor;mužský neživotný
medzi;;medzi;
pápežom;mužský životný;pápežom;mužský životný
a;stredný;a;
cisárom;mužský životný;cisárom;mužský životný
pokračoval;mužský neživotný;pokračoval;mužský neživotný
preto;;preto;
pápež;mužský životný;pápež;mužský životný
Alexander;mužský životný;Alexander;mužský životný
v;;v;
apríli;mužský neživotný;apríli;mužský neživotný
premiestnil;mužský neživotný;premiestnil;mužský životný
svoje;stredný;svoje;stredný
sídlo;stredný;sídlo;stredný
do;;do;
Francúzska;stredný;Francúzska;stredný
Čoskoro;;Čoskoro;
po;;po;
sneme;mužský neživotný;sneme;mužský neživotný
ľudová;ženský;ľudová;ženský
vzbura;ženský;vzbura;ženský
prinútila;ženský;prinútila;ženský
Alexandra;ženský;Alexandra;mužský životný
opustiť;;opustiť;
Rím;mužský neživotný;Rím;mužský neživotný
a;stredný;a;
posledné;stredný;posledné;mužský neživotný
dva;mužský neživotný;dva;mužský neživotný
roky;mužský neživotný;roky;mužský neživotný
svojho;mužský neživotný;svojho;mužský neživotný
života;mužský neživotný;života;mužský neživotný
strávil;mužský neživotný;strávil;mužský životný
v;;v;
rozličných;ženský;rozličných;stredný
mestách;stredný;mestách;stredný
vtedajšieho;mužský neživotný;vtedajšieho;mužský neživotný
pápežského;mužský neživotný;pápežského;mužský neživotný
štátu;mužský neživotný;štátu;mužský neživotný
Podľa;;Podľa;
cirkevného;mužský neživotný;cirkevného;mužský životný
historika;mužský životný;historika;mužský životný
J;stredný;J;
N;;N;
D;;D;
občania;mužský životný;občania;mužský životný
ho;;ho;mužský životný
zhanobili;ženský;zhanobili;mužský životný
no;;no;
v;;v;
skutočnosti;ženský;skutočnosti;ženský
bol;ženský;bol;mužský životný
veľkým;ženský;veľkým;mužský životný
pápežom;mužský životný;pápežom;mužský životný
ktorý;mužský neživotný;ktorý;mužský životný
zanechal;mužský neživotný;zanechal;mužský životný
v;;v;
cirkvi;ženský;cirkvi;ženský
trvalé;ženský;trvalé;ženský
stopy;mužský neživotný;stopy;ženský
Ivan;mužský životný;Ivan;mužský životný
Martin;mužský životný;Martin;mužský životný
Svoje;stredný;Svoje;ženský
prvé;ženský;prvé;ženský
básne;ženský;básne;ženský
publikoval;mužský neživotný;publikoval;mužský životný
v;;v;
časopisoch;mužský neživotný;časopisoch;mužský neživotný
napríklad;;napríklad;
v;;v;
alebo;;alebo;
Mladé;stredný;Mladé;
Kvôli;;Kvôli;
jeho;ženský;jeho;mužský neživotný
nesúhlasu;mužský neživotný;nesúhlasu;mužský neživotný
s;stredný;s;
komunizmom;mužský neživotný;komunizmom;mužský neživotný
možnosť;ženský;možnosť;ženský
venovať;;venovať;
sa;;sa;
profesionálne;;profesionálne;
literatúre;ženský;literatúre;ženský
Roku;mužský neživotný;Roku;mužský neživotný
sa;;sa;
podieľal;mužský neživotný;podieľal;mužský životný
na;;na;
založení;stredný;založení;stredný
samizdatovej;ženský;samizdatovej;ženský
edície;ženský;edície;ženský
Dnes;;Dnes;
žije;;žije;
na;;na;
Vysočine;ženský;Vysočine;ženský
Autorom;mužský životný;Autorom;mužský životný
prezývky;ženský;prezývky;ženský
Magor;mužský životný;Magor;mužský životný
je;;je;
Eugen;mužský životný;Eugen;mužský životný
Ďalším;ženský;Ďalším;mužský neživotný
typickým;ženský;typickým;mužský neživotný
znakom;mužský neživotný;znakom;mužský neživotný
jeho;ženský;jeho;stredný
diel;mužský neživotný;diel;stredný
je;;je;
útržkovitá;ženský;útržkovitá;ženský
vetná;ženský;vetná;ženský
skladba;ženský;skladba;ženský
a;stredný;a;
estetizácia;ženský;estetizácia;ženský
Tretia;ženský;Tretia;ženský
ríša;ženský;ríša;ženský
Pozadie;stredný;Pozadie;stredný
názvu;mužský neživotný;názvu;mužský neživotný
Emil;mužský životný;Emil;mužský životný
Bol;ženský;Bol;mužský životný
členom;mužský neživotný;členom;mužský životný
rozhodcovského;mužský neživotný;rozhodcovského;mužský neživotný
súdu;mužský neživotný;súdu;mužský neživotný
a;stredný;a;
legislatívnej;ženský;legislatívnej;ženský
rady;mužský neživotný;rady;ženský
vlády;ženský;vlády;ženský
ČSR;;ČSR;
marca;mužský neživotný;marca;mužský neživotný
bol;ženský;bol;mužský životný
pozvaný;mužský neživotný;pozvaný;mužský životný
do;;do;
Berlína;mužský neživotný;Berlína;mužský neživotný
na;;na;
jednanie;stredný;jednanie;stredný
so;;so;
špičkami;ženský;špičkami;ženský
Nemeckej;ženský;Nemeckej;ženský
ríše;ženský;ríše;ženský
na;;na;
ktorom;mužský neživotný;ktorom;stredný
bol;ženský;bol;mužský životný
násilím;stredný;násilím;stredný
a;stredný;a;
vyhrážkami;ženský;vyhrážkami;ženský
k;stredný;k;
súhlasu;mužský neživotný;súhlasu;mužský neživotný
so;;so;
vznikom;mužský neživotný;vznikom;mužský neživotný
Protektorátu;mužský neživotný;Protektorátu;mužský neživotný
a;stredný;a;
Morava;ženský;Morava;ženský
Bol;ženský;Bol;mužský životný
iniciátorom;mužský životný;iniciátorom;mužský životný
vzniku;mužský neživotný;vzniku;mužský neživotný
ktoré;ženský;ktoré;stredný
malo;;malo;stredný
byť;;byť;
organizáciou;ženský;organizáciou;ženský
českého;mužský neživotný;českého;stredný
obyvateľstva;stredný;obyvateľstva;stredný
Protektorátu;mužský neživotný;Protektorátu;mužský neživotný
Po;;Po;
príchode;mužský neživotný;príchode;mužský neživotný
do;;do;
Prahy;ženský;Prahy;ženský
a;stredný;a;
zatknutí;stredný;zatknutí;stredný
protektorátneho;mužský neživotný;protektorátneho;mužský životný
premiéra;ženský;premiéra;mužský životný
sa;;sa;
dostal;mužský neživotný;dostal;mužský životný
pod;;pod;
zvýšený;mužský neživotný;zvýšený;mužský neživotný
tlak;mužský neživotný;tlak;mužský neživotný
okupantov;mužský životný;okupantov;mužský životný
Osudovým;ženský;Osudovým;mužský neživotný
zlomom;mužský neživotný;zlomom;mužský neživotný
v;;v;
jeho;ženský;jeho;mužský neživotný
živote;mužský neživotný;živote;mužský neživotný
sa;;sa;
stal;mužský neživotný;stal;mužský neživotný
atentát;mužský neživotný;atentát;mužský neživotný
na;;na;
ktorý;mužský neživotný;ktorý;mužský neživotný
v;;v;
júni;mužský neživotný;júni;mužský neživotný
vykonali;ženský;vykonali;mužský životný
českí;mužský životný;českí;mužský životný
výsadkári;mužský životný;výsadkári;mužský životný
stratil;mužský neživotný;stratil;mužský životný
nielen;;nielen;
dôveru;ženský;dôveru;ženský
domáceho;mužský životný;domáceho;mužský neživotný
odboja;mužský neživotný;odboja;mužský neživotný
a;stredný;a;
londýnskej;ženský;londýnskej;ženský
exilovej;ženský;exilovej;ženský
vlády;ženský;vlády;ženský
ale;;ale;
aj;;aj;
okupantov;mužský životný;okupantov;mužský životný
a;stredný;a;
ich;ženský;ich;mužský životný
prisluhovačov;mužský životný;prisluhovačov;mužský životný
mája;mužský neživotný;mája;mužský neživotný
bol;ženský;bol;mužský životný
Emil;mužský životný;Emil;mužský životný
zatknutý;mužský neživotný;zatknutý;mužský životný
na;;na;
zámku;ženský;zámku;mužský neživotný
a;stredný;a;
do;;do;
väzenskej;ženský;väzenskej;ženský
nemocnice;ženský;nemocnice;ženský
na;;na;
kde;;kde;
júna;mužský neživotný;júna;mužský neživotný
zomrel;mužský neživotný;zomrel;mužský životný
Pre;;Pre;
nemalú;ženský;nemalú;ženský
časť;ženský;časť;ženský
českého;mužský neživotný;českého;mužský neživotný
národa;mužský neživotný;národa;mužský neživotný
však;;však;
predstavoval;mužský neživotný;predstavoval;mužský životný
symbol;mužský neživotný;symbol;mužský neživotný
zrady;ženský;zrady;ženský
a;stredný;a;
aktivizmu;mužský neživotný;aktivizmu;mužský neživotný
Tento;mužský neživotný;Tento;mužský neživotný
pokrivený;mužský neživotný;pokrivený;mužský neživotný
obraz;mužský neživotný;obraz;mužský neživotný
osobnosti;ženský;osobnosti;ženský
prežíva;;prežíva;
u;stredný;u;
staršej;ženský;staršej;ženský
generácie;ženský;generácie;ženský
do;;do;
dneška;mužský neživotný;dneška;mužský neživotný
kôň;mužský životný;kôň;mužský životný
Rozprávania;stredný;Rozprávania;stredný
o;;o;
jeho;ženský;jeho;mužský neživotný
pôvode;mužský neživotný;pôvode;mužský neživotný
sa;;sa;
líšia;;líšia;
Podľa;;Podľa;
jedného;mužský neživotný;jedného;stredný
z;stredný;z;
nich;mužský neživotný;nich;stredný
vyskočil;mužský neživotný;vyskočil;mužský životný
z;stredný;z;
tela;stredný;tela;stredný
svojej;ženský;svojej;ženský
matky;ženský;matky;ženský
Medúzy;ženský;Medúzy;ženský
potom;;potom;
čo;stredný;čo;
jej;ženský;jej;ženský
hlavu;ženský;hlavu;ženský
Iná;ženský;Iná;ženský
verzia;ženský;verzia;ženský
hovorí;;hovorí;
že;;že;
vyskočil;mužský neživotný;vyskočil;mužský životný
zo;;zo;
zeme;ženský;zeme;ženský
na;;na;
ktorú;ženský;ktorú;ženský
dopadla;ženský;dopadla;ženský
krv;ženský;krv;ženský
Existuje;;Existuje;
veľa;;veľa;stredný
príbehov;mužský neživotný;príbehov;mužský neživotný
v;;v;
ktorých;ženský;ktorých;mužský neživotný
sa;;sa;
spolu;;spolu;
nachádzajú;;nachádzajú;
a;stredný;a;
Bol;ženský;Bol;mužský životný
jedným;ženský;jedným;mužský životný
z;stredný;z;
popredných;ženský;popredných;mužský životný
predstaviteľov;mužský životný;predstaviteľov;mužský životný
expresionizmu;mužský neživotný;expresionizmu;mužský neživotný
patril;mužský neživotný;patril;mužský životný
ku;;ku;
generácii;ženský;generácii;ženský
pražských;ženský;pražských;mužský životný
nemeckých;ženský;nemeckých;mužský životný
spisovateľov;mužský životný;spisovateľov;mužský životný
rovnako;;rovnako;
ako;;ako;
či;;či;
Brod;mužský neživotný;Brod;mužský životný
v;;v;
mladosti;ženský;mladosti;ženský
postupne;;postupne;
študoval;mužský neživotný;študoval;mužský životný
v;;v;
a;stredný;a;
v;;v;
neskôr;;neskôr;
pracoval;mužský neživotný;pracoval;mužský životný
v;;v;
nakladateľstve;stredný;nakladateľstve;stredný
Počas;;Počas;
prvej;ženský;prvej;ženský
svetovej;ženský;svetovej;ženský
vojny;ženský;vojny;ženský
bol;ženský;bol;mužský životný
v;;v;
rokoch;mužský neživotný;rokoch;mužský neživotný
až;;až;
nasadený;mužský neživotný;nasadený;mužský životný
na;;na;
Východný;mužský neživotný;Východný;mužský neživotný
front;mužský neživotný;front;mužský neživotný
v;;v;
V;;V;
tom;stredný;tom;mužský neživotný
čase;mužský neživotný;čase;mužský neživotný
bola;ženský;bola;ženský
vydatá;ženský;vydatá;ženský
za;;za;
architekta;mužský životný;architekta;mužský životný
s;stredný;s;
ktorým;ženský;ktorým;mužský životný
sa;;sa;
rozviedla;ženský;rozviedla;ženský
a;stredný;a;
za;;za;
sa;;sa;
vydala;ženský;vydala;ženský
v;;v;
roku;mužský neživotný;roku;mužský neživotný
Po;;Po;
roku;mužský neživotný;roku;mužský neživotný
